clip_id,source,angle_median,angle_min,angle_max,p1_x,p1_y,p2_x,p2_y,camera_x,camera_y,camera_height,focal_px,n_frames_used,n_frames_hip_fallback,reproj_rmse_px
01chudan-1_09,01chudan-1_norm.mp4,81.98,69.24,89.24,-1.290,-0.567,-0.935,1.072,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_10,01chudan-1_norm.mp4,82.78,67.10,86.76,-1.275,-0.430,-1.002,1.088,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_11,01chudan-1_norm.mp4,81.65,68.28,87.59,-1.296,-0.473,-1.008,1.091,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_12,01chudan-1_norm.mp4,79.82,70.24,87.21,-1.406,-0.504,-1.024,1.093,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_13,01chudan-1_norm.mp4,82.46,69.93,89.92,-1.266,-0.127,-1.109,0.967,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_14,01chudan-1_norm.mp4,75.71,64.62,84.19,-1.488,-0.301,-1.022,0.970,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_15,01chudan-1_norm.mp4,82.91,64.97,89.62,-1.308,-0.107,-1.080,0.970,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_16,01chudan-1_norm.mp4,81.95,72.85,88.90,-1.369,-0.266,-1.186,1.218,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_17,01chudan-1_norm.mp4,83.07,71.54,89.99,-1.330,-0.039,-1.139,1.373,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_18,01chudan-1_norm.mp4,80.56,74.12,89.10,-1.254,0.023,-1.063,1.392,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_19,01chudan-1_norm.mp4,83.35,69.41,89.37,-1.294,-0.049,-1.003,1.458,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_11,01chudan-2_norm.mp4,59.83,53.37,77.58,-1.124,-0.762,-0.123,0.857,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_12,01chudan-2_norm.mp4,58.78,48.22,71.17,-1.131,-0.757,-0.119,0.733,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_13,01chudan-2_norm.mp4,57.08,45.03,72.68,-1.083,-0.748,-0.045,0.773,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_14,01chudan-2_norm.mp4,52.45,44.91,70.98,-1.133,-0.752,0.012,0.696,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_15,01chudan-2_norm.mp4,63.46,51.86,75.60,-0.857,-0.619,-0.287,0.330,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_16,01chudan-2_norm.mp4,68.60,55.30,89.21,-0.821,-0.625,-0.271,0.443,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_17,01chudan-2_norm.mp4,63.48,48.26,74.12,-0.883,-0.631,-0.224,0.371,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_18,01chudan-2_norm.mp4,57.02,43.83,73.45,-0.906,-0.630,-0.311,0.287,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_19,01chudan-2_norm.mp4,56.18,41.07,78.81,-0.898,-0.657,-0.289,0.382,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_20,01chudan-2_norm.mp4,51.58,38.03,68.19,-0.950,-0.682,-0.199,0.270,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_21,01chudan-2_norm.mp4,57.61,40.98,71.83,-0.964,-0.667,-0.329,0.392,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-3_09,01chudan-3_norm.mp4,75.82,61.19,88.57,-0.111,-1.100,0.213,0.492,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_10,01chudan-3_norm.mp4,75.39,61.32,88.48,-0.050,-1.116,0.274,0.390,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_11,01chudan-3_norm.mp4,73.56,62.35,85.75,-0.033,-1.111,0.340,0.438,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_12,01chudan-3_norm.mp4,77.06,62.91,88.30,-0.039,-1.117,0.252,0.482,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_13,01chudan-3_norm.mp4,50.81,41.98,88.30,0.005,-0.976,0.588,0.134,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_14,01chudan-3_norm.mp4,70.57,60.14,87.46,0.058,-0.998,0.269,0.032,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_15,01chudan-3_norm.mp4,66.74,58.53,83.70,0.020,-1.003,0.366,0.185,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_16,01chudan-3_norm.mp4,66.11,54.03,89.50,0.055,-0.991,0.379,0.077,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_17,01chudan-3_norm.mp4,64.85,49.25,85.67,0.005,-1.338,0.410,0.059,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_18,01chudan-3_norm.mp4,66.08,50.35,83.93,-0.073,-1.394,0.282,-0.028,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_19,01chudan-3_norm.mp4,65.65,58.00,83.90,-0.091,-1.419,0.241,-0.066,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_20,01chudan-3_norm.mp4,64.91,55.86,84.59,-0.105,-1.466,0.337,0.018,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-4_11,01chudan-4_norm.mp4,54.75,45.82,63.65,-1.164,-0.832,-0.019,0.762,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_12,01chudan-4_norm.mp4,53.09,45.67,63.36,-1.157,-0.750,0.042,0.756,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_13,01chudan-4_norm.mp4,50.92,43.37,56.02,-1.201,-0.751,-0.039,0.759,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_14,01chudan-4_norm.mp4,53.11,44.79,59.53,-1.190,-0.673,-0.078,0.762,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_15,01chudan-4_norm.mp4,54.15,46.40,62.32,-0.963,-0.448,-0.131,0.637,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_16,01chudan-4_norm.mp4,49.38,45.10,59.71,-1.096,-0.376,-0.189,0.634,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_17,01chudan-4_norm.mp4,49.34,44.20,58.73,-1.016,-0.308,-0.126,0.644,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_18,01chudan-4_norm.mp4,53.60,48.29,63.21,-0.993,-0.437,-0.101,0.658,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_19,01chudan-4_norm.mp4,47.78,38.39,60.92,-1.090,-0.194,-0.063,0.697,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_20,01chudan-4_norm.mp4,50.17,44.33,55.77,-0.857,-0.211,-0.033,0.664,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-5_09,01chudan-5_norm.mp4,60.49,54.36,74.29,-1.087,-0.184,-0.683,1.298,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_10,01chudan-5_norm.mp4,60.44,56.34,73.79,-1.104,-0.030,-0.708,1.311,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_11,01chudan-5_norm.mp4,63.15,59.42,73.66,-1.166,-0.118,-0.710,1.315,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_12,01chudan-5_norm.mp4,63.15,58.93,75.27,-1.198,-0.122,-0.721,1.332,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_13,01chudan-5_norm.mp4,77.86,56.41,85.19,-1.338,0.135,-0.796,1.179,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_14,01chudan-5_norm.mp4,62.55,53.46,75.77,-1.093,0.195,-0.772,1.184,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_15,01chudan-5_norm.mp4,71.12,62.96,84.54,-1.246,0.149,-0.734,1.157,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_16,01chudan-5_norm.mp4,63.69,58.55,80.77,-1.141,0.133,-0.773,1.167,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_17,01chudan-5_norm.mp4,60.65,51.11,76.00,-1.166,0.168,-0.840,1.578,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_18,01chudan-5_norm.mp4,57.44,50.45,75.23,-1.155,0.323,-0.820,1.640,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_19,01chudan-5_norm.mp4,57.94,48.03,72.23,-1.087,0.357,-0.766,1.676,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_20,01chudan-5_norm.mp4,59.71,54.38,75.77,-1.125,0.305,-0.708,1.725,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_10,01chudan-6_norm.mp4,76.33,64.26,85.20,-0.895,-0.385,0.079,1.286,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_11,01chudan-6_norm.mp4,77.28,63.01,87.90,-0.850,-0.404,0.106,1.124,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_12,01chudan-6_norm.mp4,77.65,63.91,89.99,-0.860,-0.382,0.176,1.291,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_13,01chudan-6_norm.mp4,84.26,70.04,89.57,-0.921,-0.344,0.276,1.051,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_14,01chudan-6_norm.mp4,79.61,60.23,89.99,-0.772,-0.247,-0.037,0.708,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_15,01chudan-6_norm.mp4,75.08,57.95,88.12,-0.748,-0.283,-0.069,0.829,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_16,01chudan-6_norm.mp4,78.46,65.71,89.97,-0.756,-0.288,0.062,0.803,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_17,01chudan-6_norm.mp4,74.12,63.82,89.77,-0.744,-0.261,0.028,0.892,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_18,01chudan-6_norm.mp4,79.33,63.48,89.48,-0.717,-0.275,-0.071,0.702,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_19,01chudan-6_norm.mp4,80.63,60.54,89.84,-0.811,-0.281,-0.107,0.693,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_20,01chudan-6_norm.mp4,80.33,65.58,89.99,-0.773,-0.331,0.023,0.573,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_21,01chudan-6_norm.mp4,76.14,63.34,89.96,-0.784,-0.315,-0.085,0.767,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-1_01,01chudan-1_norm.mp4,70.04,51.02,85.89,-1.123,0.034,-0.677,0.995,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_02,01chudan-1_norm.mp4,69.09,51.59,89.76,-1.236,-0.053,-0.735,1.047,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_03,01chudan-1_norm.mp4,79.61,61.00,87.00,-1.148,-0.102,-0.787,1.080,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_04,01chudan-1_norm.mp4,64.20,45.91,80.48,-1.257,0.039,-0.578,1.094,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_05,01chudan-1_norm.mp4,71.94,49.91,82.32,-0.989,0.015,-0.475,1.062,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_06,01chudan-1_norm.mp4,71.12,47.98,84.07,-1.013,-0.030,-0.472,1.064,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_07,01chudan-1_norm.mp4,77.70,52.70,88.94,-1.222,0.054,-0.789,1.162,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-1_08,01chudan-1_norm.mp4,78.37,56.97,88.22,-1.240,-0.214,-0.903,0.970,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_01,01chudan-2_norm.mp4,57.61,39.78,76.41,-1.165,-0.809,-0.664,0.106,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_02,01chudan-2_norm.mp4,65.76,37.13,89.61,-1.086,-0.756,-0.606,0.156,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_03,01chudan-2_norm.mp4,67.15,42.67,78.03,-1.112,-0.761,-0.561,0.214,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_04,01chudan-2_norm.mp4,57.31,37.39,83.83,-1.175,-0.770,-0.556,0.155,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_05,01chudan-2_norm.mp4,61.36,41.89,88.40,-1.074,-0.747,-0.578,0.230,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_06,01chudan-2_norm.mp4,56.54,43.76,79.78,-1.083,-0.738,-0.495,0.135,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_07,01chudan-2_norm.mp4,63.93,39.88,75.84,-1.097,-0.733,-0.532,0.204,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_08,01chudan-2_norm.mp4,64.33,46.62,86.34,-1.065,-0.740,-0.602,0.227,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_09,01chudan-2_norm.mp4,47.78,28.20,82.80,-1.082,-0.741,-0.385,0.115,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-2_10,01chudan-2_norm.mp4,59.01,31.65,74.48,-1.104,-0.742,-0.496,0.022,5.665,-0.018,1.132,1427.5,60,0,2.69
01chudan-3_01,01chudan-3_norm.mp4,58.80,37.07,82.17,-0.412,-1.002,0.154,-0.049,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_02,01chudan-3_norm.mp4,60.17,39.34,85.42,-0.330,-1.050,0.125,-0.020,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_03,01chudan-3_norm.mp4,61.76,44.71,89.92,-0.282,-1.109,0.167,0.049,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_04,01chudan-3_norm.mp4,55.44,37.53,81.55,-0.421,-1.073,0.179,-0.069,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_05,01chudan-3_norm.mp4,61.09,33.79,86.02,-0.544,-1.089,-0.049,-0.052,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_06,01chudan-3_norm.mp4,60.20,35.71,78.74,-0.653,-1.071,0.007,0.022,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_07,01chudan-3_norm.mp4,58.14,35.70,89.12,-0.302,-1.190,0.093,-0.198,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-3_08,01chudan-3_norm.mp4,64.57,44.51,89.90,-0.157,-0.999,0.298,0.135,6.346,0.291,1.331,1609.9,60,0,5.42
01chudan-4_01,01chudan-4_norm.mp4,55.52,45.54,60.60,-0.681,-0.103,0.048,0.792,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_02,01chudan-4_norm.mp4,55.20,42.74,66.64,-0.723,-0.149,0.050,0.758,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_03,01chudan-4_norm.mp4,53.17,36.14,60.40,-0.870,-0.216,0.056,0.762,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_04,01chudan-4_norm.mp4,52.85,37.69,69.93,-0.743,-0.145,0.035,0.763,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_05,01chudan-4_norm.mp4,50.22,34.46,60.93,-0.831,-0.243,0.075,0.748,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_06,01chudan-4_norm.mp4,52.05,40.01,61.11,-0.712,-0.151,0.069,0.738,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_07,01chudan-4_norm.mp4,46.34,34.42,54.18,-0.981,-0.227,0.135,0.730,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_08,01chudan-4_norm.mp4,51.09,41.05,60.14,-0.851,-0.221,0.078,0.742,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_09,01chudan-4_norm.mp4,46.94,38.17,57.80,-0.865,-0.051,0.062,0.748,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-4_10,01chudan-4_norm.mp4,45.16,35.36,56.03,-0.911,-0.064,0.039,0.744,6.445,0.103,1.355,1630.8,60,0,7.30
01chudan-5_01,01chudan-5_norm.mp4,80.84,63.00,89.64,-0.986,0.420,-0.344,1.256,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_02,01chudan-5_norm.mp4,73.23,60.65,89.98,-1.068,0.379,-0.517,1.359,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_03,01chudan-5_norm.mp4,64.96,58.14,84.84,-0.980,0.261,-0.546,1.374,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_04,01chudan-5_norm.mp4,77.50,65.74,89.43,-1.052,0.449,-0.369,1.357,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_05,01chudan-5_norm.mp4,74.02,64.01,88.60,-0.821,0.416,-0.221,1.335,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_06,01chudan-5_norm.mp4,71.01,62.11,89.15,-0.864,0.369,-0.204,1.297,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_07,01chudan-5_norm.mp4,64.89,55.93,89.44,-1.028,0.551,-0.543,1.446,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-5_08,01chudan-5_norm.mp4,65.97,59.23,87.90,-1.095,0.186,-0.674,1.239,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_01,01chudan-6_norm.mp4,77.23,61.07,89.80,-0.954,-0.402,-0.354,0.567,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_05,01chudan-6_norm.mp4,81.34,62.86,89.84,-0.925,-0.407,-0.267,0.561,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_06,01chudan-6_norm.mp4,77.19,63.63,89.91,-0.962,-0.374,-0.245,0.681,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_07,01chudan-6_norm.mp4,75.51,60.24,89.74,-0.927,-0.393,-0.287,0.703,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_08,01chudan-6_norm.mp4,80.16,63.12,89.18,-0.938,-0.380,-0.244,0.599,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_09,01chudan-6_norm.mp4,75.85,63.18,87.10,-0.960,-0.366,-0.179,0.577,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_23,01chudan-6_norm.mp4,75.70,61.39,90.00,-0.923,-0.419,-0.318,0.670,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_24,01chudan-6_norm.mp4,77.70,62.30,88.69,-0.976,-0.386,-0.291,0.599,4.439,-4.576,1.313,2026.5,60,0,2.16
01chudan-6_25,01chudan-6_norm.mp4,77.96,57.27,88.69,-0.970,-0.385,-0.315,0.723,4.439,-4.576,1.313,2026.5,60,0,2.16
02chudankeri-1_09,02chudankeri-1_norm.mp4,65.45,18.11,83.26,-1.538,-0.639,-0.542,1.203,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_10,02chudankeri-1_norm.mp4,64.80,16.93,84.62,-1.271,-0.275,-0.399,1.333,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_11,02chudankeri-1_norm.mp4,68.15,15.19,87.16,-1.385,-0.209,-0.577,1.308,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_12,02chudankeri-1_norm.mp4,70.98,16.11,87.89,-1.088,-0.168,-0.444,1.258,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_13,02chudankeri-1_norm.mp4,72.24,11.49,89.66,-1.021,-0.308,-0.783,0.664,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_14,02chudankeri-1_norm.mp4,70.26,14.01,86.55,-1.243,-0.409,-0.744,0.569,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_15,02chudankeri-1_norm.mp4,75.40,14.97,88.55,-0.948,-0.337,-0.833,0.548,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_16,02chudankeri-1_norm.mp4,69.12,15.78,84.61,-1.098,-0.292,-0.609,0.777,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_17,02chudankeri-1_norm.mp4,74.90,18.21,88.89,-0.925,-0.283,-0.554,1.149,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_18,02chudankeri-1_norm.mp4,71.51,14.60,82.92,-1.123,-0.419,-0.605,0.967,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_19,02chudankeri-1_norm.mp4,74.28,18.40,84.92,-1.162,-0.479,-0.715,0.986,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_20,02chudankeri-1_norm.mp4,74.09,12.96,88.35,-1.216,-0.354,-0.822,0.962,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_21,02chudankeri-1_norm.mp4,71.33,14.47,86.82,-1.348,-0.313,-0.840,1.087,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_22,02chudankeri-1_norm.mp4,71.03,14.16,88.60,-1.388,-0.321,-0.810,1.106,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-1_23,02chudankeri-1_norm.mp4,74.44,14.95,86.68,-1.507,-0.111,-0.936,1.204,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_06,02chudankeri-2_norm.mp4,41.04,11.56,67.71,-1.988,-1.526,-0.085,0.611,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_07,02chudankeri-2_norm.mp4,56.16,12.07,77.38,-1.110,0.252,-0.078,1.140,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_08,02chudankeri-2_norm.mp4,55.52,15.83,83.25,-1.215,0.089,-0.079,1.223,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_09,02chudankeri-2_norm.mp4,57.42,13.07,81.06,-1.277,-0.432,-0.104,0.919,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_10,02chudankeri-2_norm.mp4,50.10,8.47,77.00,-1.087,-0.236,-0.210,0.533,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_11,02chudankeri-2_norm.mp4,52.33,9.01,77.74,-1.182,-0.385,-0.202,0.482,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_12,02chudankeri-2_norm.mp4,56.23,9.98,79.45,-0.945,-0.380,-0.240,0.479,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_13,02chudankeri-2_norm.mp4,45.59,8.35,70.54,-1.541,-0.326,-0.233,0.460,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_14,02chudankeri-2_norm.mp4,52.97,9.96,69.15,-1.183,0.001,-0.257,0.744,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_15,02chudankeri-2_norm.mp4,45.94,9.65,87.69,-1.432,-0.009,-0.202,0.877,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_16,02chudankeri-2_norm.mp4,48.34,10.25,89.88,-1.599,-0.151,-0.219,0.875,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_17,02chudankeri-2_norm.mp4,44.75,7.95,71.49,-1.448,-0.133,-0.143,0.812,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-2_18,02chudankeri-2_norm.mp4,34.56,7.93,70.67,-1.814,-0.162,-0.068,0.768,5.711,-0.035,1.130,1434.1,60,0,2.56
02chudankeri-3_09,02chudankeri-3_norm.mp4,70.03,22.54,89.47,-0.469,-1.211,-1.273,0.592,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_10,02chudankeri-3_norm.mp4,65.69,21.70,88.95,-0.668,-1.324,-1.123,0.266,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_11,02chudankeri-3_norm.mp4,73.01,20.24,89.16,-0.642,-1.255,-1.005,0.205,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_12,02chudankeri-3_norm.mp4,73.01,20.24,89.16,-0.642,-1.255,-1.005,0.205,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_13,02chudankeri-3_norm.mp4,73.51,22.35,89.75,-0.616,-1.224,-0.936,0.176,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_14,02chudankeri-3_norm.mp4,74.59,22.15,89.86,-0.503,-0.600,-0.874,0.317,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_15,02chudankeri-3_norm.mp4,75.74,19.42,89.62,-0.576,-0.568,-1.084,0.408,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_16,02chudankeri-3_norm.mp4,74.31,19.24,88.46,-0.464,-0.543,-1.015,0.336,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_17,02chudankeri-3_norm.mp4,76.12,22.34,89.79,-0.462,-0.763,-0.850,0.287,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_18,02chudankeri-3_norm.mp4,75.98,21.12,88.60,-0.583,-1.168,-0.839,0.316,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_19,02chudankeri-3_norm.mp4,75.74,17.50,89.71,-0.424,-0.951,-0.938,0.424,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_20,02chudankeri-3_norm.mp4,78.54,25.83,88.53,-0.439,-0.943,-0.653,0.475,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_21,02chudankeri-3_norm.mp4,74.54,18.44,89.96,-0.452,-0.995,-0.960,0.379,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_22,02chudankeri-3_norm.mp4,77.94,22.28,89.86,-0.312,-1.273,-0.691,0.326,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_23,02chudankeri-3_norm.mp4,76.19,18.83,88.61,-0.330,-1.070,-0.768,0.338,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-3_26,02chudankeri-3_norm.mp4,70.75,22.11,88.07,-0.185,-1.198,-0.526,0.136,6.427,0.279,1.346,1627.0,60,0,5.97
02chudankeri-4_06,02chudankeri-4_norm.mp4,61.77,19.13,89.82,-0.946,-0.597,-1.516,1.169,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_07,02chudankeri-4_norm.mp4,56.55,16.05,89.35,-1.107,-1.141,-1.228,-0.240,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_08,02chudankeri-4_norm.mp4,60.18,18.27,88.06,-0.996,-1.193,-1.364,-0.090,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_09,02chudankeri-4_norm.mp4,61.11,18.30,87.75,-0.982,-1.051,-1.380,0.226,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_10,02chudankeri-4_norm.mp4,54.74,12.49,89.75,-0.913,-0.517,-1.327,0.277,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_11,02chudankeri-4_norm.mp4,58.58,11.49,89.31,-0.856,-0.476,-1.289,0.300,6.508,0.164,1.367,1645.5,60,0,6.89
02chudankeri-4_12,02chudankeri-4_norm.mp4,55.60,12.66,89.32,-1.004,-0.483,-1.326,0.327,6.508,0.164,1.367,1645.5,60,0,6.89
